|ey|_mean,|ey|_p95,|epsi|_mean,|epsi|_p95,speed_RMSE,speed_mean_err,|a|_mean,|a|_p95,|ddelta|_mean,|ddelta|_p95,|delta|_mean,|delta|_p95
0.0007948619791666667,0.001208,0.00011757031249999999,0.000184,6.668408848005421,6.234205317708333,0.3736945208333333,3.00000185,5.8830729166666667e-05,7.8e-05,0.0001620703125,0.000249
