|ey|_mean,|ey|_p95,|epsi|_mean,|epsi|_p95,speed_RMSE,speed_mean_err,|a|_mean,|a|_p95,|ddelta|_mean,|ddelta|_p95,|delta|_mean,|delta|_p95
0.02654486458333333,0.2823034499999996,0.002504096354166667,0.02611674999999997,6.668408848005421,6.234205317708333,0.3736945208333333,3.00000185,0.0004412838541666667,0.0015521499999999987,0.000267046875,0.001115249999999997
