|ey|_mean,|ey|_p95,|epsi|_mean,|epsi|_p95,speed_RMSE,speed_mean_err,|a|_mean,|a|_p95,|ddelta|_mean,|ddelta|_p95,|delta|_mean,|delta|_p95
0.0007860911458333333,0.001178,0.0001173046875,0.000184,6.667648360399686,6.233459315104167,0.31251479427083334,2.5000085,5.274739583333334e-05,7.8e-05,0.00016201041666666664,0.000249
