s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref,x_centerline,y_centerline,lane_width,x_left_border,y_left_border,x_right_border,y_right_border
802,802,-1.82643902403227,802,1.87356097596773,0.011778853190316,-1.4530271488735E-06,10,802,0.0235609759677303,3.7,801.978209625477,3.72343264167272,802.021790374523,-3.67631068973726
803,803,-1.81466035274958,803,1.88533964725042,0.0117770368083644,-2.17942882554553E-06,10,803,0.0353396472504154,3.7,802.978212985551,3.735211352532,803.021787014449,-3.66453205803117
804,804,-1.80288386138281,804,1.89711613861719,0.0117744940303637,-2.90569623255164E-06,10,804,0.047116138617192,3.7,803.978217689364,3.74698789929233,804.021782310636,-3.65275562205795
805,805,-1.7911102763614,805,1.9088897236386,0.011771225013034,-3.63178462605649E-06,10,805,0.0588897236386028,3.7,804.978223736627,3.75876155551061,805.021776263373,-3.64098210823341
806,806,-1.77934032393554,806,1.92065967606446,0.0117672299578562,-4.35764927316059E-06,10,806,0.0706596760644634,3.7,805.978231126967,3.77053159491908,806.021768873033,-3.62921224279016
807,807,-1.76757473013133,807,1.93242526986867,0.0117625091110592,-5.0832454546165E-06,10,807,0.0824252698686686,3.7,806.978239859929,3.78229729147019,807.021760140071,-3.61744675173285
808,808,-1.75581422070603,808,1.94418577929397,0.0117570627636057,-5.80852846755115E-06,10,808,0.0941857792939689,3.7,807.978249934975,3.79405791938134,808.021750065025,-3.6056863607934
809,809,-1.74405952110325,809,1.95594047889675,0.0117508912511736,-6.53345362817438E-06,10,809,0.10594047889675,3.7,808.978261351485,3.80581275317969,809.021738648515,-3.59393179538619
810,810,-1.73231135640823,810,1.96768864359177,0.0117439949541357,-7.25797627419516E-06,10,810,0.117688643591766,3.7,809.978274108754,3.81756106774689,810.021725891246,-3.58218378056336
811,811,-1.72057045130312,811,1.97942954869688,0.0117363742975373,-7.98205176922834E-06,10,811,0.129429548696885,3.7,810.978288205997,3.82930213836385,811.021711794003,-3.57044304097008
812,812,-1.70883753002223,812,1.99116246997777,0.0117280297510665,-8.70563550248685E-06,10,812,0.141162469977772,3.7,811.978303642345,3.84103524075541,812.021696357655,-3.55871030079986
813,813,-1.69711331630743,813,2.00288668369257,0.0117189618290324,-9.42868289317819E-06,10,813,0.152886683692575,3.7,812.978320416848,3.85275965113504,813.021679583152,-3.54698628374989
814,814,-1.68539853336343,814,2.01460146663657,0.0117091710903267,-1.01511493948567E-05,10,814,0.164601466636568,3.7,813.978338528472,3.8644746462495,814.021661471528,-3.53527171297636
815,815,-1.67369390381324,815,2.02630609618676,0.011698658138393,-1.08729904952261E-05,10,815,0.176306096186756,3.7,814.978357976101,3.87617950342347,815.021642023899,-3.52356731104996
816,816,-1.66200014965354,816,2.03799985034646,0.0116874236211891,-1.15941617204972E-05,10,816,0.187999850346456,3.7,815.978378758537,3.88787350060412,816.021621241463,-3.51187379991121
817,817,-1.65031799221017,817,2.04968200778983,0.0116754682311472,-1.23146186373199E-05,10,817,0.199682007789828,3.7,816.9784008745,3.89955591640566,817.0215991255,-3.50019190082601
818,818,-1.63864815209363,818,2.06135184790637,0.0116627927051327,-1.30343168573211E-05,10,818,0.211351847906374,3.7,817.978424322627,3.91122603015388,818.021575677373,-3.48852233434113
819,819,-1.62699134915462,819,2.07300865084538,0.0116493978243948,-1.37532120370955E-05,10,819,0.223008650845385,3.7,818.978449101473,3.92288312193056,819.021550898528,-3.47686582023979
820,820,-1.61534830243965,820,2.08465169756035,0.0116352844145256,-1.44712598808632E-05,10,820,0.234651697560346,3.7,819.978475209511,3.93452647261795,820.021524790489,-3.46522307749726
821,821,-1.60371973014671,821,2.09628026985329,0.0116204533454056,-1.51884161475421E-05,10,821,0.246280269853293,3.7,820.978502645134,3.9461553639431,821.021497354866,-3.45359482423652
822,822,-1.59210634958089,822,2.10789365041911,0.0116049055311483,-1.59046366504164E-05,10,822,0.257893650419114,3.7,821.978531406651,3.95776907852221,822.021468593349,-3.44198177768399
823,823,-1.58050887711021,823,2.11949112288979,0.0115886419300462,-1.66198772569496E-05,10,823,0.269491122889789,3.7,822.97856149229,3.96936689990488,823.02143850771,-3.4303846541253
824,824,-1.56892802812141,824,2.13107197187859,0.0115716635445161,-1.73340938956905E-05,10,824,0.281071971878586,3.7,823.978592900197,3.9809481126183,824.021407099803,-3.41880416886112
825,825,-1.55736451697581,825,2.14263548302419,0.0115539714210313,-1.80472425589671E-05,10,825,0.292635483024192,3.7,824.978625628438,3.99251200221144,825.021374371562,-3.40724103616305
826,826,-1.54581905696523,826,2.15418094303477,0.0115355666500609,-1.87592793029927E-05,10,826,0.304180943034768,3.7,825.978659674995,4.00405785529912,826.021340325005,-3.39569596922958
827,827,-1.53429236026804,827,2.16570763973196,0.0115164503660027,-1.94701602521594E-05,10,827,0.315707639731958,3.7,826.978695037772,4.01558495960602,827.021304962229,-3.3841696801421
828,828,-1.52278513790519,828,2.17721486209481,0.0114966237471133,-2.0179841601062E-05,10,828,0.327214862094813,3.7,827.978731714588,4.02709260401065,828.021268285412,-3.37266287982103
829,829,-1.51129809969634,829,2.18870190030366,0.0114760880154365,-2.08882796187892E-05,10,829,0.338701900303655,3.7,828.978769703186,4.03858007858924,829.021230296814,-3.36117627798193
830,830,-1.49983195421614,830,2.20016804578386,0.0114548444367258,-2.15954306487343E-05,10,830,0.350168045783859,3.7,829.978809001223,4.05004667465951,830.021190998777,-3.34971058309179
831,831,-1.48838740875044,831,2.21161259124956,0.0114328943203729,-2.23012511128465E-05,10,831,0.361612591249557,3.7,830.97884960628,4.06149168482445,831.021150393721,-3.33826650232533
832,832,-1.47696516925272,832,2.22303483074728,0.0114102390193209,-2.30056975159124E-05,10,832,0.373034830747282,3.7,831.978891515853,4.07291440301598,832.021108484147,-3.32684474152141
833,833,-1.46556594030051,833,2.23443405969949,0.011386879929985,-2.37087264452552E-05,10,833,0.384434059699494,3.7,832.978934727361,4.08431412453846,833.021065272639,-3.31544600513948
834,834,-1.45419042505194,834,2.24580957494806,0.0113628184921663,-2.44102945750532E-05,10,834,0.39580957494806,3.7,833.978979238141,4.09569014611228,834.021020761859,-3.30407099621616
835,835,-1.44283932520239,835,2.25716067479761,0.0113380561889633,-2.51103586684079E-05,10,835,0.407160674797611,3.7,834.979025045451,4.10704176591716,835.020974954549,-3.29272041632194
836,836,-1.43151334094116,836,2.26848665905884,0.0113125945466819,-2.58088755815275E-05,10,836,0.418486659058844,3.7,835.979072146468,4.11836828363555,836.020927853532,-3.28139496551786
837,837,-1.4202131709083,837,2.2797868290917,0.0112864351347385,-2.6505802263839E-05,10,837,0.429786829091698,3.7,836.979120538291,4.1296690004958,837.020879461709,-3.2700953423124
838,838,-1.40893951215154,838,2.29106048784846,0.01125957956557,-2.72010957604336E-05,10,838,0.441060487848456,3.7,837.979170217937,4.14094321931529,838.020829782063,-3.25882224361838
839,839,-1.39769306008326,839,2.30230693991674,0.0112320294945314,-2.78947132190989E-05,10,839,0.452306939916743,3.7,838.979221182346,4.15219024454352,839.020778817654,-3.24757636471003
840,840,-1.38647450843758,840,2.31352549156242,0.011203786619792,-2.85866118901247E-05,10,840,0.463525491562421,3.7,839.979273428376,4.16340938230495,840.020726571624,-3.23635839918011
841,841,-1.37528454922762,841,2.32471545077238,0.0111748526822337,-2.92767491257409E-05,10,841,0.47471545077238,3.7,840.97932695281,4.17459994044191,841.02067304719,-3.22516903889715
842,842,-1.36412387270278,842,2.33587612729722,0.0111452294653479,-2.99650823871083E-05,10,842,0.485876127297224,3.7,841.979381752348,4.18576122855724,842.020618247652,-3.21400897396279
843,843,-1.35299316730614,843,2.34700683269386,0.01111491879512,-3.06515692467371E-05,10,843,0.497006832693857,3.7,842.979437823615,4.196892558057,843.020562176385,-3.20287889266929
844,844,-1.34189311963206,844,2.35810688036794,0.0110839225399211,-3.1336167388747E-05,10,844,0.508106880367937,3.7,843.979495163155,4.20799324219289,844.020504836845,-3.19177948145702
845,845,-1.33082441438376,845,2.36917558561624,0.0110522426103926,-3.20188346130924E-05,10,845,0.51917558561624,3.7,844.979553767435,4.21906259610469,845.020446232565,-3.18071142487221
846,846,-1.31978773433112,846,2.38021226566889,0.011019880959329,-3.26995288371565E-05,10,846,0.530212265668885,3.7,845.979613632844,4.23009993686251,846.020386367156,-3.16967540552474
847,847,-1.30878376026854,847,2.39121623973146,0.0109868395815593,-3.33782081002016E-05,10,847,0.541216239731462,3.7,846.979674755692,4.24110458350895,847.020325244308,-3.15867210404603
848,848,-1.29781317097298,848,2.40218682902702,0.010953120513821,-3.40548305634333E-05,10,848,0.552186829027017,3.7,847.979737132214,4.25207585710116,848.020262867786,-3.14770219904712
849,849,-1.28687664316208,849,2.41312335683792,0.0109187258346413,-3.4729354512543E-05,10,849,0.563123356837924,3.7,848.979800758566,4.2630130807527,849.020199241434,-3.13676636707685
850,850,-1.27597485145237,850,2.42402514854763,0.0108836576642061,-3.5401738364127E-05,10,850,0.574025148547634,3.7,849.979865630826,4.27391557967537,850.020134369174,-3.12586528258011
851,851,-1.26510846831772,851,2.43489153168228,0.0108479181642284,-3.60719406655871E-05,10,851,0.584891531682282,3.7,850.979931744998,4.28478268122086,851.020068255002,-3.1149996178563
852,852,-1.25427816404783,852,2.44572183595217,0.0108115095378172,-3.67399200950699E-05,10,852,0.595721835952171,3.7,851.979999097007,4.29561371492226,852.020000902993,-3.10417004301791
853,853,-1.24348460670688,853,2.45651539329312,0.0107744340293461,-3.74056354673836E-05,10,853,0.606515393293117,3.7,852.980067682703,4.30640801253543,853.019932317297,-3.09337722594919
854,854,-1.23272846209234,854,2.46727153790766,0.0107366939243109,-3.80690457382645E-05,10,854,0.617271537907663,3.7,853.980137497859,4.3171649080803,854.019862502141,-3.08262183226498
855,855,-1.22201039369386,855,2.47798960630614,0.0106982915491888,-3.87301100019256E-05,10,855,0.627989606306143,3.7,854.980208538172,4.32788373788198,855.019791461828,-3.0719045252697
856,856,-1.21133106265239,856,2.48866893734761,0.0106592292713013,-3.93887874950918E-05,10,856,0.638668937347609,3.7,855.980280799266,4.33856384061169,856.019719200734,-3.06122596591647
857,857,-1.20069112771938,857,2.49930887228062,0.0106195094986654,-4.00450376032383E-05,10,857,0.64930887228062,3.7,856.980354276687,4.34920455732762,857.019645723313,-3.05058681276638
858,858,-1.19009124521613,858,2.50990875478387,0.0105791346798442,-4.06988198602484E-05,10,858,0.659908754783872,3.7,857.980428965906,4.35980523151561,858.019571034094,-3.03998772194786
859,859,-1.17953206899332,859,2.52046793100668,0.0105381073037983,-4.13500939486295E-05,10,859,0.670467931006682,3.7,858.980504862321,4.37036520912968,859.019495137679,-3.02942934711631
860,860,-1.16901425039068,860,2.53098574960932,0.010496429899736,-4.19988197041618E-05,10,860,0.68098574960932,3.7,859.980581961254,4.3808838386324,860.019418038746,-3.01891233941376
861,861,-1.15853843819681,861,2.54146156180319,0.0104541050369559,-4.26449571209487E-05,10,861,0.691461561803192,3.7,860.980660257954,4.39136047103515,861.019339742046,-3.00843734742877
862,862,-1.14810527860914,862,2.55189472139086,0.0104111353246865,-4.32884663516027E-05,10,862,0.70189472139086,3.7,861.980739747596,4.40179445993815,862.019260252404,-2.99800501715643
863,863,-1.13771541519411,863,2.56228458480589,0.0103675234119286,-4.39293077067419E-05,10,863,0.712284584805892,3.7,862.98082042528,4.41218516157037,863.01917957472,-2.98761599195859
864,864,-1.12736948884743,864,2.57263051115257,0.0103232719872961,-4.45674416611474E-05,10,864,0.722630511152572,3.7,863.980902286035,4.42253193482933,864.019097713965,-2.97727091252419
865,865,-1.11706813775457,865,2.58293186224543,0.0102783837788457,-4.52028288576147E-05,10,865,0.732931862245432,3.7,864.980985324815,4.43283414132063,865.019014675185,-2.96697041682976
866,866,-1.10681199735139,866,2.59318800264861,0.01023286155391,-4.58354301047616E-05,10,866,0.743188002648612,3.7,865.981069536502,4.44309114539738,866.018930463498,-2.95671514010015
867,867,-1.09660170028494,867,2.60339829971506,0.0101867081189321,-4.64652063809378E-05,10,867,0.753398299715058,3.7,866.981154915907,4.45330231419946,867.018845084093,-2.94650571476934
868,868,-1.08643787637444,868,2.61356212362556,0.0101399263192906,-4.70921188398604E-05,10,868,0.763562123625556,3.7,867.981241457766,4.46346701769262,868.018758542234,-2.9363427704415
869,869,-1.07632115257243,869,2.62367884742757,0.0100925190391225,-4.77161288107527E-05,10,869,0.773678847427571,3.7,868.981329156747,4.47358462870731,869.018670843253,-2.92622693385217
870,870,-1.06625215292608,870,2.63374784707392,0.0100444892011485,-4.8337197798229E-05,10,870,0.783747847073923,3.7,869.981418007443,4.4836545229775,870.018581992557,-2.91615882882965
871,871,-1.05623149853872,871,2.64376850146128,0.0099958397664959,-4.895528748649E-05,10,871,0.793768501461285,3.7,870.981508004379,4.49367607917915,871.018491995621,-2.90613907625657
872,872,-1.04625980753151,872,2.65374019246849,0.0099465737345155,-4.95703597459892E-05,10,872,0.803740192468494,3.7,871.981599142007,4.50364867896861,872.018400857993,-2.89616829403162
873,873,-1.03633769500532,873,2.66366230499468,0.0098966941425915,-5.01823766306565E-05,10,873,0.813662304994679,3.7,872.981691414711,4.51357170702082,873.018308585289,-2.88624709703146
874,874,-1.0264657730028,874,2.6735342269972,0.0098462040659631,-5.07913003777362E-05,10,874,0.823534226997198,3.7,873.981784816801,4.52344455106727,874.018215183199,-2.87637609707288
875,875,-1.0166446504706,875,2.6833553495294,0.0097951066175356,-5.13970934180893E-05,10,875,0.833355349529402,3.7,874.981879342523,4.53326660193385,875.018120657477,-2.86655590287504
876,876,-1.0068749332218,876,2.6931250667782,0.0097434049476812,-5.19997183751457E-05,10,876,0.843125066778196,3.7,875.981974986048,4.54303725357843,876.018025013952,-2.85678712002204
877,877,-0.997157223898604,877,2.7028427761014,0.0096911022440519,-5.25991380630478E-05,10,877,0.852842776101396,3.7,876.982071741481,4.55275590312831,877.017928258519,-2.84707035092551
878,878,-0.987492121935082,878,2.71250787806492,0.0096382017313842,-5.31953154931281E-05,10,878,0.862507878064918,3.7,877.982169602859,4.56242195091744,878.017830397141,-2.8374061947876
879,879,-0.977880223520255,879,2.72211977647975,0.0095847066712991,-5.37882138771074E-05,10,879,0.872119776479745,3.7,878.982268564149,4.57203480052346,879.017731435851,-2.82779524756397
880,880,-0.968322121561291,880,2.73167787843871,0.0095306203621004,-5.43777966278496E-05,10,880,0.881677878438709,3.7,879.982368619251,4.58159385880454,880.017631380749,-2.81823810192712
881,881,-0.958818405646942,881,2.74118159435306,0.009475946138573,-5.49640273596541E-05,10,881,0.891181594353058,3.7,880.982469761997,4.59109853593599,881.017530238003,-2.80873534722987
882,882,-0.949369662011175,882,2.75063033798882,0.009420687371781,-5.55468698915975E-05,10,882,0.900630337988825,3.7,881.982571986152,4.6005482454467,882.017428013848,-2.79928756946905
883,883,-0.939976473497002,883,2.760023526503,0.0093648474688589,-5.61262882539478E-05,10,883,0.910023526502998,3.7,882.982675285416,4.60994240425537,883.017324714584,-2.78989535124937
884,884,-0.930639419520535,884,2.76936058047947,0.0093084298727971,-5.67022466858806E-05,10,884,0.919360580479465,3.7,883.982779653419,4.61928043270649,884.017220346581,-2.78055927174756
885,885,-0.921359076035249,885,2.77864092396475,0.0092514380622377,-5.72747096352957E-05,10,885,0.928640923964751,3.7,884.982885083729,4.62856175460617,885.017114916271,-2.77127990667667
886,886,-0.912136015496443,886,2.78786398450356,0.0091938755512605,-5.78436417679305E-05,10,886,0.937863984503557,3.7,885.982991569846,4.63778579725773,886.017008430155,-2.76205782825061
887,887,-0.902970806825934,887,2.79702919317407,0.0091357458891601,-5.84090079671039E-05,10,887,0.947029193174066,3.7,886.983099105204,4.64695199149704,887.016900894796,-2.75289360514891
888,888,-0.893864015376965,888,2.80613598462303,0.0090770526602327,-5.89707733321398E-05,10,888,0.956135984623035,3.7,887.983207683175,4.6560597717277,888.016792316825,-2.74378780248163
889,889,-0.884816202899332,889,2.81518379710067,0.0090177994835568,-5.95289031828873E-05,10,889,0.965183797100668,3.7,888.983317297066,4.66510857595596,889.016682702934,-2.73474098175463
890,890,-0.875827927504725,890,2.82417207249527,0.0089579900127703,-6.00833630653401E-05,10,890,0.974172072495275,3.7,889.983427940117,4.67409784582545,890.016572059882,-2.7257537008349
891,891,-0.866899743632308,891,2.83310025636769,0.0088976279358403,-6.06341187501235E-05,10,891,0.983100256367692,3.7,890.98353960551,4.68302702665164,891.016460394491,-2.71682651391626
892,892,-0.858032202014522,892,2.84196779798548,0.008836716974843,-6.11811362318271E-05,10,892,0.991967797985478,3.7,891.983652286357,4.69189556745613,892.016347713643,-2.70795997148517
893,893,-0.849225849643101,893,2.8507741503569,0.0087752608857351,-6.17243817369828E-05,10,893,1.0007741503569,3.7,892.983765975714,4.70070292100065,893.016234024286,-2.69915462028685
894,894,-0.840481229735341,894,2.85951877026466,0.0087132634581179,-6.22638217258036E-05,10,894,1.00951877026466,3.7,893.98388066657,4.70944854382088,894.01611933343,-2.69041100329156
895,895,-0.831798881700587,895,2.86820111829941,0.0086507285150049,-6.27994228897663E-05,10,895,1.01820111829941,3.7,894.983996351855,4.71813189626005,895.016003648145,-2.68172965966122
896,896,-0.823179341106967,896,2.87682065889303,0.0085876599125905,-6.33311521541814E-05,10,896,1.02682065889303,3.7,895.984113024435,4.7267524425022,896.015886975565,-2.67311112471614
897,897,-0.814623139648345,897,2.88537686035166,0.0085240615400133,-6.38589766852109E-05,10,897,1.03537686035166,3.7,896.984230677118,4.73530965060536,897.015769322882,-2.66455592990205
898,898,-0.806130805111529,898,2.89386919488847,0.0084599373191103,-6.43828638895553E-05,10,898,1.04386919488847,3.7,897.984349302649,4.74380299253433,898.015650697351,-2.65606460275739
899,899,-0.797702861343716,899,2.90229713865628,0.0083952912041805,-6.49027814129776E-05,10,899,1.05229713865628,3.7,898.984468893715,4.75223194419338,899.015531106285,-2.64763766688081
900,900,-0.789339828220179,900,2.91066017177982,0.0083301271817426,-6.54186971451605E-05,10,900,1.06066017177982,3.7,899.984589442941,4.76059598545854,900.015410557059,-2.63927564189889
901,901,-0.781042221612193,901,2.91895777838781,0.0082644492702889,-6.5930579224662E-05,10,901,1.06895777838781,3.7,900.984710942895,4.76889460020979,901.015289057106,-2.63097904343418
902,902,-0.772810553355216,902,2.92718944664478,0.0081982615200326,-6.64383960369452E-05,10,902,1.07718944664478,3.7,901.984833386084,4.77712727636294,902.015166613916,-2.62274838307338
903,903,-0.764645331217326,903,2.93535466878267,0.0081315680126662,-6.69421162141328E-05,10,903,1.08535466878267,3.7,902.98495676496,4.78529350590123,903.01504323504,-2.61458416833588
904,904,-0.756547058867883,904,2.94345294113212,0.0080643728611092,-6.74417086426266E-05,10,904,1.09345294113212,3.7,903.985081071915,4.79339278490672,904.014918928085,-2.60648690264248
905,905,-0.748516235846473,905,2.95148376415353,0.0079966802092506,-6.79371424644674E-05,10,905,1.10148376415353,3.7,904.985206299283,4.80142461359145,905.014793700718,-2.59845708528439
906,906,-0.740553357532085,906,2.95944664246792,0.0079284942316952,-6.84283870753729E-05,10,906,1.10944664246792,3.7,905.985332439342,4.80938849632829,906.014667560658,-2.59049521139246
907,907,-0.732658915112567,907,2.96734108488743,0.007859819133509,-6.891541212653E-05,10,907,1.11734108488743,3.7,906.985459484315,4.81728394168156,907.014540515685,-2.58260177190669
908,908,-0.724833395554311,908,2.97516660444569,0.0077906591499619,-6.93981875320093E-05,10,908,1.12516660444569,3.7,907.985587426367,4.82511046243741,908.014412573633,-2.57477725354603
909,909,-0.717077281572224,909,2.98292271842778,0.0077210185462591,-6.98766834673536E-05,10,909,1.13292271842778,3.7,908.985716257609,4.83286757563388,909.014283742391,-2.56702213877833
910,910,-0.709391051599953,910,2.99060894840005,0.0076509016172862,-7.035087036788E-05,10,910,1.14060894840005,3.7,909.985845970096,4.84055480259078,910.014154029904,-2.55933690579069
911,911,-0.701775179760368,911,2.99822482023963,0.0075803126873436,-7.08207189360948E-05,10,911,1.14822482023963,3.7,910.98597655583,4.84817166893924,911.01402344417,-2.55172202845997
912,912,-0.694230135836317,912,3.00576986416368,0.0075092561098773,-7.12862001431649E-05,10,912,1.15576986416368,3.7,911.986108006757,4.85571770465101,912.013891993243,-2.54417797632364
913,913,-0.686756385241648,913,3.01324361475835,0.0074377362672105,-7.17472852274509E-05,10,913,1.16324361475835,3.7,912.986240314771,4.86319244406753,913.013759685229,-2.53670521455082
914,914,-0.679354388992505,914,3.02064561100749,0.0073657575702768,-7.22039456958686E-05,10,914,1.17064561100749,3.7,913.986373471712,4.87059542592865,914.013626528288,-2.52930420391366
915,915,-0.672024603678883,915,3.02797539632112,0.0072933244583495,-7.26561533294152E-05,10,915,1.17797539632112,3.7,914.98650746937,4.87792619340119,915.01349253063,-2.52197540075896
916,916,-0.664767481436465,916,3.03523251856353,0.0072204413987639,-7.31038801850323E-05,10,916,1.18523251856353,3.7,915.98664229948,4.88518429410711,916.01335770052,-2.51471925698004
917,917,-0.657583469918735,917,3.04241653008127,0.0071471128866424,-7.3547098593583E-05,10,917,1.19241653008127,3.7,916.986777953727,4.89236928015148,917.013222046273,-2.50753621998895
918,918,-0.650473012269364,918,3.04952698773064,0.0070733434446211,-7.39857811617164E-05,10,918,1.19952698773064,3.7,917.986914423745,4.89948070815017,918.013085576255,-2.5004267326889
919,919,-0.643436547094874,919,3.05656345290513,0.0069991376225713,-7.44199007785058E-05,10,919,1.20656345290513,3.7,918.987051701117,4.90651813925721,919.012948298883,-2.49339123344696
920,920,-0.636474508437578,920,3.06352549156242,0.0069244999973129,-7.48494306138717E-05,10,920,1.21352549156242,3.7,919.987189777378,4.91348113919195,920.012810222622,-2.4864301560671
921,921,-0.629587325748819,921,3.07041267425118,0.006849435172339,-7.52743441174464E-05,10,921,1.22041267425118,3.7,920.987328644011,4.92036927826582,921.012671355989,-2.47954392976346
922,922,-0.622775423862465,922,3.07722457613754,0.0067739477775311,-7.5694615025214E-05,10,922,1.22722457613754,3.7,921.987468292451,4.92718213140898,922.012531707549,-2.47273297913391
923,923,-0.616039222968711,923,3.08396077703129,0.0066980424688711,-7.61102173606574E-05,10,923,1.23396077703129,3.7,922.987608714086,4.93391927819649,923.012391285914,-2.46599772413392
924,924,-0.609379138588157,924,3.09062086141184,0.0066217239281544,-7.6521125433121E-05,10,924,1.24062086141184,3.7,923.987749900256,4.94058030287435,924.012250099745,-2.45933858005066
925,925,-0.602795581546182,925,3.09720441845382,0.0065449968627044,-7.69273138399012E-05,10,925,1.24720441845382,3.7,924.987891842251,4.94716479438513,925.012108157749,-2.45275595747749
926,926,-0.596288957947595,926,3.1037110420524,0.0064678660050817,-7.73287574707764E-05,10,926,1.25371104205241,3.7,925.988034531317,4.95367234639344,926.011965468683,-2.44625026228863
927,927,-0.589859669151588,927,3.11014033084841,0.00639033611279,-7.77254315090965E-05,10,927,1.26014033084841,3.7,926.988177958653,4.960102557311,927.011822041347,-2.43982189561417
928,928,-0.583508111746977,928,3.11649188825302,0.006312411967983,-7.81173114308728E-05,10,928,1.26649188825302,3.7,927.988322115414,4.96645503032142,928.011677884587,-2.43347125381538
929,929,-0.577234677527745,929,3.12276532247226,0.0062340983771717,-7.85043730059222E-05,10,929,1.27276532247226,3.7,928.988466992706,4.9727293734048,929.011533007294,-2.42719872846029
930,930,-0.571039753468862,930,3.12896024653114,0.0061554001709292,-7.88865923039524E-05,10,930,1.27896024653114,3.7,929.988612581594,4.97892519936188,930.011387418406,-2.4210047062996
931,931,-0.564923721702425,931,3.13507627829757,0.0060763222035863,-7.92639456930443E-05,10,931,1.28507627829757,3.7,930.988758873097,4.985042125838,931.011241126903,-2.41488956924285
932,932,-0.558886959494085,932,3.14111304050592,0.0059968693529391,-7.96364098387964E-05,10,932,1.29111304050592,3.7,931.988905858193,4.99107977534672,932.011094141807,-2.40885369433489
933,933,-0.552929839219768,933,3.14707016078023,0.005917046519946,-8.00039617100219E-05,10,933,1.29707016078023,3.7,932.989053527814,4.99703777529317,933.010946472186,-2.4028974537327
934,934,-0.547052728342714,934,3.15294727165729,0.0058368586284243,-8.03665785793405E-05,10,934,1.30294727165729,3.7,933.989201872851,5.00291575799701,934.010798127149,-2.39702121468243
935,935,-0.541255989390804,935,3.1587440106092,0.0057563106247461,-8.07242380231549E-05,10,935,1.3087440106092,3.7,934.989350884155,5.00871336071522,935.010649115846,-2.39122533949683
936,936,-0.535539979934205,936,3.1644600200658,0.0056754074775344,-8.10769179223545E-05,10,936,1.3144600200658,3.7,935.989500552532,5.01443022566449,936.010499447468,-2.3855101855329
937,937,-0.529905052563303,937,3.1700949474367,0.0055941541773585,-8.14245964656797E-05,10,937,1.3200949474367,3.7,936.989650868751,5.0200660000433,937.010349131249,-2.37987610516991
938,938,-0.524351554866961,938,3.17564844513304,0.0055125557364228,-8.17672521520887E-05,10,938,1.32564844513304,3.7,937.989801823539,5.02562033605378,938.010198176461,-2.3743234457877
939,939,-0.518879829411075,939,3.18112017058893,0.0054306171882575,-8.21048637894592E-05,10,939,1.33112017058893,3.7,938.989953407584,5.03109289092315,939.010046592416,-2.3688525497453
940,940,-0.513490213717449,940,3.18650978628255,0.0053483435874101,-8.24374104951233E-05,10,940,1.33650978628255,3.7,939.990105611535,5.03648332692493,940.009894388465,-2.36346375435983
941,941,-0.508183040242963,941,3.19181695975704,0.0052657400091352,-8.2764871701454E-05,10,941,1.34181695975704,3.7,940.990258426002,5.0417913113998,941.009741573998,-2.35815739188572
942,942,-0.502958636359077,942,3.19704136364092,0.0051828115490749,-8.30872271549543E-05,10,942,1.34704136364092,3.7,941.99041184156,5.04701651677616,942.00958815844,-2.35293378949431
943,943,-0.497817324331632,943,3.20218267566837,0.0050995633229498,-8.34044569148492E-05,10,943,1.35218267566837,3.7,942.990565848743,5.05215862059037,943.009434151257,-2.34779326925363
944,944,-0.492759421300971,944,3.20724057869903,0.0050160004662432,-8.37165413580621E-05,10,944,1.35724057869903,3.7,943.99072043805,5.0572173055067,944.00927956195,-2.34273614810864
945,945,-0.487785239262379,945,3.21221476073762,0.0049321281338816,-8.40234611805234E-05,10,945,1.36221476073762,3.7,944.990875599946,5.0621922593369,945.009124400054,-2.33776273786166
946,946,-0.482895085046832,946,3.21710491495317,0.0048479514999161,-8.4325197395927E-05,10,946,1.36710491495317,3.7,945.991031324857,5.06708317505953,946.008968675143,-2.3328733451532
947,947,-0.47808926030208,947,3.22191073969792,0.0047634757572061,-8.46217313369329E-05,10,947,1.37191073969792,3.7,946.991187603176,5.07188975083892,947.008812396824,-2.32806827144308
948,948,-0.473368061474029,948,3.22663193852597,0.0046787061170977,-8.49130446589182E-05,10,948,1.37663193852597,3.7,947.991344425262,5.0766116900438,948.008655574738,-2.32334781299186
949,949,-0.468731779788461,949,3.23126822021154,0.0045936478091001,-8.51991193401204E-05,10,949,1.38126822021154,3.7,948.991501781441,5.08124870126568,949.008498218559,-2.31871226084261
950,950,-0.46418070123307,950,3.23581929876693,0.0045083060805639,-8.5479937681449E-05,10,950,1.38581929876693,3.7,949.991659662004,5.08580049833684,950.008340337996,-2.31416190080298
951,951,-0.459715106539819,951,3.24028489346018,0.0044226861963578,-8.5755482307963E-05,10,951,1.39028489346018,3.7,950.99181805721,5.09026680034797,951.00818194279,-2.30969701342761
952,952,-0.455335271167624,952,3.24466472883238,0.0043367934385439,-8.60257361719549E-05,10,952,1.39466472883238,3.7,951.991976957288,5.09464733166562,952.008023042712,-2.30531787400086
953,953,-0.451041465285359,953,3.24895853471464,0.0042506331060483,-8.62906825524828E-05,10,953,1.39895853471464,3.7,952.992136352434,5.09894182194914,953.007863647566,-2.30102475251986
954,954,-0.446833953755199,954,3.2531660462448,0.0041642105143374,-8.65503050549042E-05,10,954,1.4031660462448,3.7,953.992296232813,5.10315000616746,954.007703767187,-2.29681791367786
