s,x_right,y_right,x_left,y_left,psi_center,kappa_center,v_ref,x_centerline,y_centerline,lane_width,x_left_border,y_left_border,x_right_border,y_right_border
350,350,-1.27597485145236,350,2.42402514854764,-0.0108836576642062,-3.54017383648486E-05,10,350,0.574025148547635,3.7,350.020134369174,4.27391557967538,349.979865630826,-3.1258652825801
351,351,-1.28687664316208,351,2.41312335683793,-0.0109187258346421,-3.47293545125153E-05,10,351,0.563123356837925,3.7,351.020199241434,4.2630130807527,350.979800758566,-3.13676636707685
352,352,-1.29781317097298,352,2.40218682902702,-0.010953120513821,-3.40548305628227E-05,10,352,0.552186829027017,3.7,352.020262867786,4.25207585710116,351.979737132214,-3.14770219904712
353,353,-1.30878376026854,353,2.39121623973146,-0.010986839581559,-3.33782081002294E-05,10,353,0.541216239731463,3.7,353.020325244308,4.24110458350895,352.979674755692,-3.15867210404603
354,354,-1.31978773433111,354,2.38021226566889,-0.0110198809593291,-3.26995288373231E-05,10,354,0.530212265668886,3.7,354.020386367156,4.23009993686251,353.979613632844,-3.16967540552474
355,355,-1.33082441438376,355,2.36917558561624,-0.0110522426103926,-3.20188346130508E-05,10,355,0.51917558561624,3.7,355.020446232565,4.21906259610469,354.979553767435,-3.18071142487221
356,356,-1.34189311963206,356,2.35810688036794,-0.0110839225399211,-3.13361673887747E-05,10,356,0.508106880367937,3.7,356.020504836845,4.20799324219289,355.979495163155,-3.19177948145702
357,357,-1.35299316730614,357,2.34700683269386,-0.01111491879512,-3.06515692467093E-05,10,357,0.497006832693857,3.7,357.020562176385,4.196892558057,356.979437823615,-3.20287889266929
358,358,-1.36412387270278,358,2.33587612729722,-0.0111452294653478,-2.99650823870667E-05,10,358,0.485876127297224,3.7,358.020618247651,4.18576122855724,357.979381752348,-3.21400897396279
359,359,-1.37528454922762,359,2.32471545077238,-0.0111748526822337,-2.9276749125616E-05,10,359,0.47471545077238,3.7,359.02067304719,4.17459994044191,358.97932695281,-3.22516903889715
360,360,-1.38647450843758,360,2.31352549156242,-0.0112037866197916,-2.85866118901663E-05,10,360,0.463525491562421,3.7,360.020726571624,4.16340938230495,359.979273428376,-3.23635839918011
361,361,-1.39769306008326,361,2.30230693991674,-0.0112320294945314,-2.78947132197928E-05,10,361,0.452306939916744,3.7,361.020778817654,4.15219024454352,360.979221182346,-3.24757636471003
362,362,-1.40893951215154,362,2.29106048784846,-0.011259579565571,-2.7201095760392E-05,10,362,0.441060487848456,3.7,362.020829782063,4.14094321931529,361.979170217937,-3.25882224361838
363,363,-1.4202131709083,363,2.2797868290917,-0.0112864351347385,-2.65058022629925E-05,10,363,0.429786829091697,3.7,363.020879461709,4.12966900049579,362.979120538291,-3.2700953423124
364,364,-1.43151334094116,364,2.26848665905884,-0.0113125945466812,-2.58088755815275E-05,10,364,0.418486659058844,3.7,364.020927853532,4.11836828363555,363.979072146468,-3.28139496551786
365,365,-1.44283932520239,365,2.25716067479761,-0.0113380561889633,-2.51103586687131E-05,10,365,0.407160674797611,3.7,365.020974954549,4.10704176591716,364.979025045451,-3.29272041632194
366,366,-1.45419042505194,366,2.24580957494806,-0.0113628184921663,-2.44102945750671E-05,10,366,0.39580957494806,3.7,366.021020761859,4.09569014611228,365.978979238141,-3.30407099621616
367,367,-1.46556594030051,367,2.23443405969949,-0.011386879929985,-2.37087264452413E-05,10,367,0.384434059699495,3.7,367.021065272639,4.08431412453846,366.978934727361,-3.31544600513947
368,368,-1.47696516925272,368,2.22303483074728,-0.0114102390193209,-2.30056975160512E-05,10,368,0.373034830747283,3.7,368.021108484147,4.07291440301598,367.978891515853,-3.32684474152141
369,369,-1.48838740875044,369,2.21161259124956,-0.0114328943203732,-2.23012511128743E-05,10,369,0.361612591249558,3.7,369.021150393721,4.06149168482445,368.978849606279,-3.33826650232533
370,370,-1.49983195421614,370,2.20016804578386,-0.0114548444367258,-2.15954306482903E-05,10,370,0.350168045783858,3.7,370.021190998777,4.05004667465951,369.978809001223,-3.34971058309179
371,371,-1.51129809969634,371,2.18870190030366,-0.0114760880154359,-2.08882796188031E-05,10,371,0.338701900303656,3.7,371.021230296814,4.03858007858924,370.978769703186,-3.36117627798192
372,372,-1.52278513790519,372,2.17721486209481,-0.0114966237471133,-2.01798416015338E-05,10,372,0.327214862094814,3.7,372.021268285412,4.02709260401065,371.978731714588,-3.37266287982103
373,373,-1.53429236026804,373,2.16570763973196,-0.0115164503660031,-1.94701602521455E-05,10,373,0.315707639731959,3.7,373.021304962228,4.01558495960602,372.978695037771,-3.3841696801421
374,374,-1.54581905696523,374,2.15418094303477,-0.0115355666500609,-1.87592793028261E-05,10,374,0.304180943034768,3.7,374.021340325005,4.00405785529912,373.978659674995,-3.39569596922958
375,375,-1.55736451697581,375,2.14263548302419,-0.0115539714210313,-1.80472425589532E-05,10,375,0.292635483024193,3.7,375.021374371562,3.99251200221144,374.978625628438,-3.40724103616305
376,376,-1.56892802812141,376,2.13107197187859,-0.0115716635445161,-1.73340938956766E-05,10,376,0.281071971878587,3.7,376.021407099803,3.9809481126183,375.978592900197,-3.41880416886112
377,377,-1.58050887711021,377,2.11949112288979,-0.0115886419300462,-1.66198772568109E-05,10,377,0.269491122889789,3.7,377.02143850771,3.96936689990488,376.97856149229,-3.4303846541253
378,378,-1.59210634958089,378,2.10789365041911,-0.011604905531148,-1.59046366504303E-05,10,378,0.257893650419114,3.7,378.021468593349,3.95776907852221,377.978531406651,-3.44198177768399
379,379,-1.60371973014671,379,2.09628026985329,-0.0116204533454056,-1.51884161480209E-05,10,379,0.246280269853294,3.7,379.021497354866,3.9461553639431,378.978502645134,-3.45359482423651
380,380,-1.61534830243965,380,2.08465169756035,-0.0116352844145262,-1.44712598808632E-05,10,380,0.234651697560346,3.7,380.021524790489,3.93452647261795,379.978475209511,-3.46522307749726
381,381,-1.62699134915462,381,2.07300865084538,-0.0116493978243948,-1.37532120364294E-05,10,381,0.223008650845385,3.7,381.021550898527,3.92288312193056,380.978449101472,-3.47686582023979
382,382,-1.63864815209363,382,2.06135184790637,-0.011662792705132,-1.30343168573281E-05,10,382,0.211351847906374,3.7,382.021575677373,3.91122603015388,381.978424322626,-3.48852233434113
383,383,-1.65031799221017,383,2.04968200778983,-0.0116754682311472,-1.23146186378194E-05,10,383,0.199682007789829,3.7,383.0215991255,3.89955591640567,382.9784008745,-3.50019190082601
384,384,-1.66200014965354,384,2.03799985034646,-0.0116874236211894,-1.15941617204833E-05,10,384,0.187999850346457,3.7,384.021621241463,3.88787350060412,383.978378758537,-3.51187379991121
385,385,-1.67369390381324,385,2.02630609618676,-0.011698658138393,-1.08729904950735E-05,10,385,0.176306096186756,3.7,385.021642023899,3.87617950342347,384.978357976101,-3.52356731104996
386,386,-1.68539853336343,386,2.01460146663657,-0.0117091710903267,-1.01511493950232E-05,10,386,0.164601466636568,3.7,386.021661471528,3.8644746462495,385.978338528472,-3.53527171297636
387,387,-1.69711331630743,387,2.00288668369258,-0.0117189618290327,-9.42868289317125E-06,10,387,0.152886683692575,3.7,387.021679583152,3.85275965113504,386.978320416848,-3.54698628374989
388,388,-1.70883753002223,388,1.99116246997777,-0.0117280297510665,-8.70563550199769E-06,10,388,0.141162469977772,3.7,388.021696357654,3.84103524075541,387.978303642345,-3.55871030079986
389,389,-1.72057045130311,389,1.97942954869689,-0.0117363742975366,-7.98205176922487E-06,10,389,0.129429548696885,3.7,389.021711794003,3.82930213836385,388.978288205997,-3.57044304097008
390,390,-1.73231135640823,390,1.96768864359177,-0.0117439949541357,-7.25797627453167E-06,10,390,0.117688643591768,3.7,390.021725891246,3.81756106774689,389.978274108754,-3.58218378056336
391,391,-1.74405952110325,391,1.95594047889675,-0.0117508912511736,-6.53345362818132E-06,10,391,0.10594047889675,3.7,391.021738648515,3.80581275317969,390.978261351485,-3.59393179538619
392,392,-1.75581422070603,392,1.94418577929397,-0.0117570627636057,-5.80852846754421E-06,10,392,0.0941857792939703,3.7,392.021750065025,3.79405791938134,391.978249934975,-3.6056863607934
393,393,-1.76757473013133,393,1.93242526986867,-0.0117625091110592,-5.08324545461303E-06,10,393,0.0824252698686689,3.7,393.021760140071,3.78229729147019,392.978239859929,-3.61744675173285
394,394,-1.77934032393554,394,1.92065967606446,-0.0117672299578562,-4.35764927332364E-06,10,394,0.0706596760644643,3.7,394.021768873033,3.77053159491909,393.978231126967,-3.62921224279016
395,395,-1.7911102763614,395,1.9088897236386,-0.0117712250130344,-3.63178462622301E-06,10,395,0.0588897236386035,3.7,395.021776263373,3.75876155551061,394.978223736627,-3.64098210823341
396,396,-1.80288386138281,396,1.89711613861719,-0.011774494030364,-2.90569623238945E-06,10,396,0.0471161386171922,3.7,396.021782310636,3.74698789929233,395.978217689364,-3.65275562205795
397,397,-1.81466035274958,397,1.88533964725042,-0.0117770368083644,-2.17942882537988E-06,10,397,0.0353396472504154,3.7,397.021787014449,3.735211352532,396.978212985551,-3.66453205803117
398,398,-1.82643902403227,398,1.87356097596773,-0.011778853190316,-1.45302714887264E-06,10,398,0.0235609759677311,3.7,398.021790374523,3.72343264167272,397.978209625477,-3.67631068973726
399,399,-1.83821914866693,399,1.86178085133307,-0.0117799430642688,-7.2653595453848E-07,10,399,0.0117808513330671,3.7,399.02179239065,3.7116524932882,398.97820760935,-3.68809079062206
400,400,-1.85,400,1.85,-0.0117803063630502,-8.67301554353798E-19,10,400,1.11022302462516E-16,3.7,400.021793062706,3.69987163403786,399.978206937294,-3.69987163403786
401,401,-1.86178085133307,401,1.83821914866693,-0.0117799430642688,7.2653595453848E-07,10,401,-0.0117808513330668,3.7,401.02179239065,3.68809079062206,400.97820760935,-3.7116524932882
402,402,-1.87356097596773,402,1.82643902403227,-0.011778853190316,1.45302714887611E-06,10,402,-0.0235609759677308,3.7,402.021790374523,3.67631068973726,401.978209625477,-3.72343264167272
403,403,-1.88533964725042,403,1.81466035274959,-0.0117770368083644,2.17942882554813E-06,10,403,-0.0353396472504148,3.7,403.021787014449,3.66453205803117,402.978212985551,-3.735211352532
404,404,-1.89711613861719,404,1.80288386138281,-0.0117744940303637,2.90569623238338E-06,10,404,-0.047116138617192,3.7,404.021782310636,3.65275562205795,403.978217689364,-3.74698789929233
405,405,-1.9088897236386,405,1.7911102763614,-0.0117712250130344,3.63178462588823E-06,10,405,-0.0588897236386025,3.7,405.021776263373,3.64098210823341,404.978223736627,-3.75876155551061
406,406,-1.92065967606446,406,1.77934032393554,-0.0117672299578565,4.35764927333058E-06,10,406,-0.070659676064464,3.7,406.021768873033,3.62921224279016,405.978231126967,-3.77053159491908
407,407,-1.93242526986867,407,1.76757473013133,-0.0117625091110592,5.08324545478302E-06,10,407,-0.0824252698686687,3.7,407.021760140071,3.61744675173285,406.978239859929,-3.78229729147019
408,408,-1.94418577929397,408,1.75581422070603,-0.0117570627636057,5.80852846754074E-06,10,408,-0.09418577929397,3.7,408.021750065025,3.6056863607934,407.978249934975,-3.79405791938134
409,409,-1.95594047889675,409,1.74405952110325,-0.0117508912511736,6.53345362817091E-06,10,409,-0.10594047889675,3.7,409.021738648515,3.59393179538619,408.978261351485,-3.80581275317969
410,410,-1.96768864359177,410,1.73231135640823,-0.0117439949541357,7.25797627453514E-06,10,410,-0.117688643591767,3.7,410.021725891246,3.58218378056336,409.978274108754,-3.81756106774689
411,411,-1.97942954869689,411,1.72057045130312,-0.0117363742975366,7.98205176923181E-06,10,411,-0.129429548696885,3.7,411.021711794003,3.57044304097008,410.978288205997,-3.82930213836385
412,412,-1.99116246997777,412,1.70883753002223,-0.0117280297510665,8.70563550216075E-06,10,412,-0.141162469977771,3.7,412.021696357655,3.55871030079987,411.978303642346,-3.84103524075541
413,413,-2.00288668369257,413,1.69711331630743,-0.0117189618290324,9.42868289301166E-06,10,413,-0.152886683692575,3.7,413.021679583152,3.54698628374989,412.978320416848,-3.85275965113504
414,414,-2.01460146663657,414,1.68539853336343,-0.011709171090327,1.01511493946763E-05,10,414,-0.164601466636567,3.7,414.021661471528,3.53527171297636,413.978338528472,-3.8644746462495
415,415,-2.02630609618676,415,1.67369390381324,-0.0116986581383933,1.08729904953857E-05,10,415,-0.176306096186757,3.7,415.021642023899,3.52356731104996,414.978357976101,-3.87617950342347
416,416,-2.03799985034646,416,1.66200014965354,-0.0116874236211891,1.15941617206637E-05,10,416,-0.187999850346456,3.7,416.021621241463,3.51187379991121,415.978378758537,-3.88787350060412
417,417,-2.04968200778983,417,1.65031799221017,-0.0116754682311472,1.23146186376599E-05,10,417,-0.199682007789829,3.7,417.0215991255,3.50019190082601,416.9784008745,-3.89955591640567
418,418,-2.06135184790637,418,1.63864815209363,-0.011662792705132,1.30343168573281E-05,10,418,-0.211351847906374,3.7,418.021575677374,3.48852233434113,417.978424322626,-3.91122603015388
419,419,-2.07300865084538,419,1.62699134915462,-0.0116493978243948,1.37532120364433E-05,10,419,-0.223008650845384,3.7,419.021550898527,3.47686582023979,418.978449101473,-3.92288312193056
420,420,-2.08465169756035,420,1.61534830243965,-0.0116352844145262,1.44712598808632E-05,10,420,-0.234651697560346,3.7,420.021524790489,3.46522307749726,419.978475209511,-3.93452647261795
421,421,-2.09628026985329,421,1.60371973014671,-0.0116204533454056,1.51884161481805E-05,10,421,-0.246280269853294,3.7,421.021497354866,3.45359482423651,420.978502645134,-3.9461553639431
422,422,-2.10789365041911,422,1.59210634958089,-0.0116049055311476,1.59046366502638E-05,10,422,-0.257893650419114,3.7,422.021468593349,3.44198177768399,421.978531406651,-3.95776907852221
423,423,-2.11949112288979,423,1.58050887711021,-0.0115886419300465,1.66198772566305E-05,10,423,-0.269491122889788,3.7,423.02143850771,3.4303846541253,422.97856149229,-3.96936689990488
424,424,-2.13107197187859,424,1.56892802812141,-0.0115716635445161,1.73340938958431E-05,10,424,-0.281071971878587,3.7,424.021407099803,3.41880416886112,423.978592900197,-3.9809481126183
425,425,-2.14263548302419,425,1.55736451697581,-0.0115539714210313,1.80472425588144E-05,10,425,-0.292635483024192,3.7,425.021374371562,3.40724103616305,424.978625628438,-3.99251200221144
426,426,-2.15418094303477,426,1.54581905696523,-0.0115355666500612,1.87592793029788E-05,10,426,-0.304180943034769,3.7,426.021340325005,3.39569596922958,425.978659674995,-4.00405785529912
427,427,-2.16570763973196,427,1.53429236026804,-0.0115164503660028,1.94701602522982E-05,10,427,-0.315707639731959,3.7,427.021304962229,3.3841696801421,426.978695037772,-4.01558495960602
428,428,-2.17721486209481,428,1.52278513790519,-0.0114966237471133,2.0179841601395E-05,10,428,-0.327214862094814,3.7,428.021268285412,3.37266287982103,427.978731714588,-4.02709260401065
429,429,-2.18870190030366,429,1.51129809969634,-0.0114760880154358,2.08882796188031E-05,10,429,-0.338701900303656,3.7,429.021230296814,3.36117627798192,428.978769703186,-4.03858007858924
430,430,-2.20016804578386,430,1.49983195421614,-0.0114548444367258,2.1595430648429E-05,10,430,-0.350168045783858,3.7,430.021190998777,3.34971058309179,429.978809001223,-4.05004667465951
431,431,-2.21161259124956,431,1.48838740875044,-0.0114328943203729,2.23012511127078E-05,10,431,-0.361612591249558,3.7,431.021150393721,3.33826650232533,430.978849606279,-4.06149168482445
432,432,-2.22303483074728,432,1.47696516925272,-0.0114102390193212,2.30056975159124E-05,10,432,-0.373034830747282,3.7,432.021108484147,3.32684474152141,431.978891515853,-4.07291440301597
433,433,-2.2344340596995,433,1.4655659403005,-0.011386879929985,2.37087264454078E-05,10,433,-0.384434059699495,3.7,433.021065272639,3.31544600513947,432.978934727361,-4.08431412453847
434,434,-2.24580957494806,434,1.45419042505194,-0.0113628184921663,2.44102945750254E-05,10,434,-0.395809574948059,3.7,434.021020761859,3.30407099621616,433.978979238141,-4.09569014611228
435,435,-2.25716067479761,435,1.44283932520239,-0.0113380561889633,2.51103586687131E-05,10,435,-0.407160674797611,3.7,435.020974954549,3.29272041632194,434.979025045451,-4.10704176591716
436,436,-2.26848665905884,436,1.43151334094116,-0.0113125945466812,2.58088755814165E-05,10,436,-0.418486659058843,3.7,436.020927853532,3.28139496551786,435.979072146468,-4.11836828363555
437,437,-2.2797868290917,437,1.4202131709083,-0.0112864351347388,2.6505802263159E-05,10,437,-0.429786829091698,3.7,437.020879461709,3.2700953423124,436.979120538291,-4.1296690004958
438,438,-2.29106048784846,438,1.40893951215154,-0.0112595795655707,2.72010957605308E-05,10,438,-0.441060487848456,3.7,438.020829782063,3.25882224361838,437.979170217937,-4.1409432193153
439,439,-2.30230693991674,439,1.39769306008326,-0.0112320294945314,2.78947132197928E-05,10,439,-0.452306939916744,3.7,439.020778817654,3.24757636471003,438.979221182346,-4.15219024454352
440,440,-2.31352549156242,440,1.38647450843758,-0.0112037866197913,2.85866118899998E-05,10,440,-0.463525491562421,3.7,440.020726571624,3.23635839918011,439.979273428376,-4.16340938230495
441,441,-2.32471545077238,441,1.37528454922762,-0.011174852682234,2.92767491254356E-05,10,441,-0.474715450772379,3.7,441.02067304719,3.22516903889715,440.97932695281,-4.1745999404419
442,442,-2.33587612729722,442,1.36412387270278,-0.0111452294653479,2.9965082387261E-05,10,442,-0.485876127297225,3.7,442.020618247652,3.21400897396279,441.979381752349,-4.18576122855724
443,443,-2.34700683269386,443,1.35299316730614,-0.01111491879512,3.06515692467093E-05,10,443,-0.497006832693856,3.7,443.020562176385,3.20287889266929,442.979437823615,-4.196892558057
444,444,-2.35810688036794,444,1.34189311963206,-0.0110839225399211,3.1336167388747E-05,10,444,-0.508106880367937,3.7,444.020504836845,3.19177948145702,443.979495163155,-4.20799324219289
445,445,-2.36917558561624,445,1.33082441438376,-0.0110522426103926,3.20188346130647E-05,10,445,-0.519175585616239,3.7,445.020446232565,3.18071142487221,444.979553767435,-4.21906259610469
446,446,-2.38021226566889,446,1.31978773433111,-0.0110198809593291,3.26995288374341E-05,10,446,-0.530212265668886,3.7,446.020386367156,3.16967540552474,445.979613632844,-4.23009993686251
447,447,-2.39121623973146,447,1.30878376026854,-0.0109868395815587,3.33782081000629E-05,10,447,-0.541216239731462,3.7,447.020325244308,3.15867210404603,446.979674755692,-4.24110458350895
448,448,-2.40218682902702,448,1.29781317097298,-0.0109531205138213,3.40548305628782E-05,10,448,-0.552186829027017,3.7,448.020262867786,3.14770219904712,447.979737132214,-4.25207585710116
449,449,-2.41312335683792,449,1.28687664316208,-0.0109187258346418,3.47293545125708E-05,10,449,-0.563123356837925,3.7,449.020199241434,3.13676636707685,448.979800758566,-4.2630130807527
450,450,-2.42402514854763,450,1.27597485145237,-0.0108836576642064,3.54017383647098E-05,10,450,-0.574025148547634,3.7,450.020134369174,3.12586528258011,449.979865630826,-4.27391557967537
451,451,-2.43489153168228,451,1.26510846831772,-0.0108479181642278,3.60719406657259E-05,10,451,-0.584891531682283,3.7,451.020068255002,3.1149996178563,450.979931744998,-4.28478268122086
452,452,-2.44572183595217,452,1.25427816404783,-0.0108115095378172,3.67399200947646E-05,10,452,-0.595721835952171,3.7,452.020000902993,3.10417004301791,451.979999097007,-4.29561371492226
453,453,-2.45651539329312,453,1.24348460670688,-0.0107744340293461,3.74056354676889E-05,10,453,-0.606515393293118,3.7,453.019932317297,3.09337722594919,452.980067682703,-4.30640801253543
454,454,-2.46727153790766,454,1.23272846209234,-0.0107366939243103,3.80690457382645E-05,10,454,-0.617271537907663,3.7,454.019862502141,3.08262183226498,453.980137497859,-4.3171649080803
455,455,-2.47798960630614,455,1.22201039369386,-0.0106982915491888,3.8730110001315E-05,10,455,-0.627989606306142,3.7,455.019791461828,3.0719045252697,454.980208538173,-4.32788373788198
456,456,-2.48866893734761,456,1.21133106265239,-0.0106592292713019,3.93887874950918E-05,10,456,-0.638668937347608,3.7,456.019719200734,3.06122596591647,455.980280799266,-4.33856384061169
457,457,-2.49930887228062,457,1.20069112771938,-0.0106195094986654,4.00450376038488E-05,10,457,-0.649308872280621,3.7,457.019645723313,3.05058681276638,456.980354276687,-4.34920455732762
458,458,-2.50990875478387,458,1.19009124521613,-0.0105791346798436,4.06988198599708E-05,10,458,-0.659908754783872,3.7,458.019571034094,3.03998772194786,457.980428965906,-4.35980523151561
459,459,-2.52046793100668,459,1.17953206899332,-0.0105381073037989,4.13500939480189E-05,10,459,-0.670467931006681,3.7,459.019495137679,3.02942934711631,458.980504862321,-4.37036520912968
460,460,-2.53098574960932,460,1.16901425039068,-0.0104964298997366,4.19988197044116E-05,10,460,-0.680985749609321,3.7,460.019418038746,3.01891233941376,459.980581961254,-4.3808838386324
461,461,-2.54146156180319,461,1.15853843819681,-0.010454105036956,4.26449571215871E-05,10,461,-0.691461561803193,3.7,461.019339742046,3.00843734742877,460.980660257954,-4.39136047103515
462,462,-2.55189472139086,462,1.14810527860914,-0.0104111353246858,4.32884663516582E-05,10,462,-0.70189472139086,3.7,462.019260252404,2.99800501715643,461.980739747596,-4.40179445993815
463,463,-2.56228458480589,463,1.13771541519411,-0.0103675234119286,4.39293077064089E-05,10,463,-0.712284584805892,3.7,463.01917957472,2.98761599195859,462.98082042528,-4.41218516157038
464,464,-2.57263051115257,464,1.12736948884743,-0.0103232719872961,4.45674416613972E-05,10,464,-0.722630511152573,3.7,464.019097713965,2.97727091252419,463.980902286035,-4.42253193482933
465,465,-2.58293186224543,465,1.11706813775457,-0.0102783837788451,4.5202828857587E-05,10,465,-0.732931862245432,3.7,465.019014675185,2.96697041682976,464.980985324815,-4.43283414132063
466,466,-2.59318800264861,466,1.10681199735139,-0.01023286155391,4.58354301042065E-05,10,466,-0.743188002648612,3.7,466.018930463498,2.95671514010015,465.981069536502,-4.44309114539738
467,467,-2.60339829971506,467,1.09660170028494,-0.0101867081189327,4.64652063809378E-05,10,467,-0.753398299715058,3.7,467.018845084093,2.94650571476935,466.981154915907,-4.45330231419946
468,468,-2.61356212362556,468,1.08643787637444,-0.0101399263192906,4.70921188404432E-05,10,468,-0.763562123625557,3.7,468.018758542234,2.9363427704415,467.981241457766,-4.46346701769262
469,469,-2.62367884742757,469,1.07632115257243,-0.0100925190391219,4.77161288105029E-05,10,469,-0.773678847427571,3.7,469.018670843253,2.92622693385217,468.981329156747,-4.47358462870731
470,470,-2.63374784707392,470,1.06625215292608,-0.010044489201149,4.83371977976184E-05,10,470,-0.783747847073923,3.7,470.018581992557,2.91615882882965,469.981418007443,-4.4836545229775
471,471,-2.64376850146129,471,1.05623149853871,-0.0099958397664965,4.89552874871006E-05,10,471,-0.793768501461286,3.7,471.018491995621,2.90613907625657,470.981508004379,-4.49367607917915
472,472,-2.65374019246849,472,1.04625980753151,-0.0099465737345149,4.9570359746572E-05,10,472,-0.803740192468494,3.7,472.018400857993,2.89616829403162,471.981599142007,-4.50364867896861
473,473,-2.66366230499468,473,1.03633769500532,-0.0098966941425909,5.01823766300181E-05,10,473,-0.813662304994678,3.7,473.018308585289,2.88624709703146,472.981691414711,-4.51357170702082
474,474,-2.6735342269972,474,1.0264657730028,-0.0098462040659637,5.07913003774864E-05,10,474,-0.823534226997197,3.7,474.018215183199,2.87637609707288,473.981784816801,-4.52344455106727
475,475,-2.6833553495294,475,1.0166446504706,-0.0097951066175355,5.13970934186167E-05,10,475,-0.833355349529403,3.7,475.018120657477,2.86655590287504,474.981879342523,-4.53326660193385
476,476,-2.6931250667782,476,1.00687493322181,-0.0097434049476807,5.19997183750902E-05,10,476,-0.843125066778195,3.7,476.018025013952,2.85678712002204,475.981974986048,-4.54303725357843
477,477,-2.7028427761014,477,0.997157223898604,-0.0096911022440519,5.25991380626037E-05,10,477,-0.852842776101396,3.7,477.017928258519,2.84707035092551,476.982071741481,-4.55275590312831
478,478,-2.71250787806492,478,0.987492121935083,-0.0096382017313846,5.31953154931004E-05,10,478,-0.862507878064917,3.7,478.017830397141,2.8374061947876,477.982169602859,-4.56242195091744
479,479,-2.72211977647975,479,0.977880223520254,-0.0095847066712992,5.3788213877607E-05,10,479,-0.872119776479746,3.7,479.017731435851,2.82779524756397,478.982268564149,-4.57203480052346
480,480,-2.73167787843871,480,0.968322121561291,-0.0095306203620998,5.43777966276831E-05,10,480,-0.881677878438709,3.7,480.017631380749,2.81823810192712,479.982368619251,-4.58159385880454
481,481,-2.74118159435306,481,0.958818405646943,-0.0094759461385735,0.0000549640273590998,10,481,-0.891181594353057,3.7,481.017530238003,2.80873534722988,480.982469761997,-4.59109853593599
482,482,-2.75063033798883,482,0.949369662011174,-0.0094206873717815,5.55468698921248E-05,10,482,-0.900630337988826,3.7,482.017428013848,2.79928756946905,481.982571986152,-4.6005482454467
483,483,-2.760023526503,483,0.939976473497001,-0.0093648474688583,5.6126288254502E-05,10,483,-0.910023526502999,3.7,483.017324714584,2.78989535124937,482.982675285416,-4.60994240425537
484,484,-2.76936058047946,484,0.930639419520535,-0.0093084298727965,5.670224668527E-05,10,484,-0.919360580479465,3.7,484.017220346581,2.78055927174756,483.982779653419,-4.61928043270649
485,485,-2.77864092396475,485,0.92135907603525,-0.0092514380622384,5.72747096349626E-05,10,485,-0.92864092396475,3.7,485.017114916271,2.77127990667667,484.982885083729,-4.62856175460617
486,486,-2.78786398450356,486,0.912136015496442,-0.0091938755512606,5.78436417685134E-05,10,486,-0.937863984503558,3.7,486.017008430155,2.76205782825061,485.982991569845,-4.63778579725773
487,487,-2.79702919317407,487,0.902970806825934,-0.0091357458891595,5.84090079672426E-05,10,487,-0.947029193174066,3.7,487.016900894796,2.75289360514891,486.983099105204,-4.64695199149704
488,488,-2.80613598462303,488,0.893864015376966,-0.0090770526602325,5.89707733315847E-05,10,488,-0.956135984623034,3.7,488.016792316825,2.74378780248163,487.983207683175,-4.6560597717277
489,489,-2.81518379710067,489,0.884816202899332,-0.0090177994835574,5.95289031827763E-05,10,489,-0.965183797100668,3.7,489.016682702934,2.73474098175463,488.983317297066,-4.66510857595596
490,490,-2.82417207249528,490,0.875827927504725,-0.0089579900127704,6.00833630658952E-05,10,490,-0.974172072495275,3.7,490.016572059882,2.7257537008349,489.983427940118,-4.67409784582545
491,491,-2.83310025636769,491,0.866899743632309,-0.0088976279358397,6.06341187498737E-05,10,491,-0.983100256367691,3.7,491.016460394491,2.71682651391626,490.98353960551,-4.68302702665165
492,492,-2.84196779798548,492,0.858032202014523,-0.0088367169748436,6.11811362313276E-05,10,492,-0.991967797985478,3.7,492.016347713643,2.70795997148517,491.983652286357,-4.69189556745613
493,493,-2.8507741503569,493,0.8492258496431,-0.0087752608857356,6.17243817375378E-05,10,493,-1.0007741503569,3.7,493.016234024286,2.69915462028685,492.983765975714,-4.70070292100065
494,494,-2.85951877026466,494,0.840481229735341,-0.0087132634581174,6.22638217261922E-05,10,494,-1.00951877026466,3.7,494.01611933343,2.69041100329156,493.98388066657,-4.70944854382088
495,495,-2.86820111829941,495,0.831798881700587,-0.0086507285150045,6.27994228892113E-05,10,495,-1.01820111829941,3.7,495.016003648145,2.68172965966122,494.983996351855,-4.71813189626005
496,496,-2.87682065889303,496,0.823179341106967,-0.0085876599125911,6.33311521540148E-05,10,496,-1.02682065889303,3.7,496.015886975565,2.67311112471614,495.984113024435,-4.7267524425022
497,497,-2.88537686035166,497,0.814623139648344,-0.0085240615400133,6.38589766857105E-05,10,497,-1.03537686035166,3.7,497.015769322882,2.66455592990205,496.984230677118,-4.73530965060536
498,498,-2.89386919488847,498,0.806130805111529,-0.0084599373191099,6.43828638895553E-05,10,498,-1.04386919488847,3.7,498.015650697351,2.65606460275739,497.984349302649,-4.74380299253433
499,499,-2.90229713865628,499,0.797702861343717,-0.0083952912041805,6.49027814124781E-05,10,499,-1.05229713865628,3.7,499.015531106285,2.64763766688081,498.984468893715,-4.75223194419338
500,500,-2.91066017177982,500,0.789339828220179,-0.0083301271817432,6.5418697145216E-05,10,500,-1.06066017177982,3.7,500.015410557059,2.63927564189889,499.984589442941,-4.76059598545854
